offset	lemma	field	semcor	zipf	why	nearest	flags	gloss
00694681	justice	act	6	4.97	semcor	judgment	word present in another sense	judgment involved in the determination of rights and the assignment of rewards and punishm
08400965	membership	group	11	4.47	semcor	group	word present in another sense	"the body of members of an organization or group; ""they polled their membership""; ""they fou"
15267536	stopping_point	time	13	4.27	semcor	amount	word present in another sense	"the temporal end; the concluding time; ""the stopping point of each round was signaled by a"
08223263	following	group	1	5.46	zipf	group		a group of followers or enthusiasts
03526198	hole	artifact	9	4.66	semcor	artifact	word present in another sense	an opening deliberately made in or through something
00282840	march	act	3	5.26	semcor	act	word present in another sense	"a steady advance; ""the march of science""; ""the march of time"""
05701363	process	cognition	3	5.26	semcor	cognition	word present in another sense	(psychology) the performance of some composite cognitive activity; an operation that affec
00546389	song	act	3	5.26	semcor	activity		"the act of singing; ""with a shout and a song they marched up to the gates"""
07394588	song	event	3	5.26	semcor	event		"a distinctive or characteristic sound; ""the song of bullets was in the air""; ""the song of "
07169242	word	communication	3	5.26	semcor	bid	word present in another sense	"a verbal command for action; ""when I give the word, charge!"""
06950528	German	communication	6	4.95	semcor	natural-language		the standard German language; developed historically from West Germanic
02797881	base	artifact	5	5.05	semcor	equipment	word present in another sense	"a place that the runner must touch before scoring; ""he scrambled to get back to the bag"""
06535222	legislation	communication	10	4.55	semcor	jurisprudence	word present in another sense	law enacted by a legislative body
00885764	life_class	act	3	5.25	semcor	course-of-instruction		an art class using a live human model
08310389	meeting	group	4	5.15	semcor	group	word present in another sense	"a small informal social gathering; ""there was an informal meeting in my living room"""
15120528	modern_times	time	6	4.95	semcor	time-period		"the circumstances and ideas of the present age; ""in modern times like these"""
04379964	table	artifact	5	5.05	semcor	furniture	word present in another sense	"a piece of furniture with tableware for a meal laid out on it; ""I reserved a table at my f"
05861317	degree	cognition	6	4.94	semcor	information	word present in another sense	the highest power of a term or variable
01191158	opinion	act	6	4.94	semcor	judgement	word present in another sense	the reason for a court's judgment (as opposed to the decision itself)
07309457	piece	event	5	5.04	semcor	instance	word present in another sense	"an instance of some kind; ""it was a nice piece of work""; ""he had a bit of good luck"""
07173766	reading	communication	4	5.14	semcor	explanation		"a particular interpretation or performance; ""on that reading it was an insult""; ""he was fa"
05726345	structure	cognition	7	4.84	semcor	cognition	word present in another sense	"the complex composition of knowledge as elements and their combinations; ""his lectures hav"
08242223	core	group	8	4.73	semcor	set	word present in another sense	"a small group of indispensable persons or things; ""five periodicals make up the core of th"
06206800	respect	cognition	5	5.03	semcor	attitude		"an attitude of admiration or esteem; ""she lost all respect for him"""
05916155	suggestion	cognition	13	4.23	semcor	idea	word present in another sense	"an idea that is suggested; ""the picnic was her suggestion"""
13365698	support	possession	0	5.53	zipf	possession	word present in another sense	"financial resources provided to make some project possible; ""the foundation provided suppo"
05715283	taste	cognition	8	4.73	semcor	perception	word present in another sense	the sensation that results when taste buds in the tongue and throat convey information abo
05855904	term	cognition	3	5.23	semcor	quantity	word present in another sense	"any distinct quantity contained in a polynomial; ""the general term of an algebraic equatio"
10298912	master	person	6	4.93	semcor	sailor	word present in another sense	an officer who is licensed to command a merchant ship
13360498	trust	possession	4	5.13	semcor	belongings	word present in another sense	something (as property) held by one party (the trustee) for the benefit of another (the be
07509996	wonder	feeling	6	4.93	semcor	feeling	word present in another sense	the feeling aroused by something strange and surprising
08368907	generation	group	7	4.82	semcor	group		group of genetically related organisms constituting a single step in the line of descent
05794057	key	cognition	4	5.12	semcor	thinking	word present in another sense	"something crucial for explaining; ""the key to development is economic integration"""
05636887	skill	cognition	11	4.42	semcor	cognition	word present in another sense	"ability to produce solutions in some problem domain; ""the skill of a well-trained boxer""; "
00346095	wave	act	9	4.62	semcor	motion	word present in another sense	"a movement like that of a sudden occurrence or increase in a specified phenomenon; ""a wave"
08285594	trade_school	group	5	5.02	semcor	school		a secondary school teaching the skilled trades
04571292	weight	artifact	5	5.02	semcor	equipment		sports equipment used in calisthenic exercises and weightlifting; it is not attached to an
01228645	attention	act	4	5.11	semcor	courtesy	word present in another sense	"a courteous act indicating affection; ""she tried to win his heart with her many attentions"
05853636	attention	cognition	4	5.11	semcor	feature	word present in another sense	"a general interest that leads people to want to know more; ""She was the center of attentio"
04945057	desire	attribute	9	4.61	semcor	attribute	word present in another sense	"an inclination to want things; ""a man of many desires"""
03899328	path	artifact	8	4.71	semcor	artifact	word present in another sense	a way especially designed for a particular use
00722479	position	act	3	5.21	semcor	role	word present in another sense	"(in team sports) the role assigned to an individual player; ""what position does he play?"""
08622201	position	location	3	5.21	semcor	place	word present in another sense	"the appropriate or customary location; ""the cars were in position"""
00275572	staining	act	23	3.21	semcor	act		(histology) the use of a dye to color specimens for microscopic study
00363788	addition	act	5	5.01	semcor	act	word present in another sense	"the act of adding one thing to another; ""the addition of flowers created a pleasing effect"
00521562	presentation	act	12	4.31	semcor	entertainment	word present in another sense	"a show or display; the act of presenting something to sight or view; ""the presentation of "
10522633	Republican	person	8	4.7	semcor	politician		a member of the Republican Party
03018209	china	artifact	4	5.1	semcor	utensil		high quality porcelain originally made only in China
01256743	lead	act	3	5.2	semcor	leadership	word present in another sense	"a position of leadership (especially in the phrase `take the lead'); ""he takes the lead in"
00936620	painting	act	9	4.6	semcor	artistic-creation	word present in another sense	"creating a picture with paints; ""he studied painting and sculpture for many years"""
05794694	planning	cognition	6	4.9	semcor	thinking	word present in another sense	the cognitive process of thinking about what you will do in the event of something happeni
08367880	political_system	group	4	5.1	semcor	group		the members of a social organization who are in power
15010703	salt	substance	9	4.6	semcor	compound	word present in another sense	a compound formed by replacing hydrogen in an acid by a metal (or a radical that acts like
04601690	work_of_art	artifact	3	5.2	semcor	fine-art		art that is a product of one of the fine arts (especially a painting or sculpture of artis
06155432	English	cognition	3	5.19	semcor	humanities		the discipline that studies the English language and literature
14008342	behavior	state	8	4.69	semcor	state	word present in another sense	the action or reaction of something (as a machine or substance) under specified circumstan
05463533	center	body	3	5.19	semcor	body-part	word present in another sense	"a cluster of nerve cells governing a specific bodily process; ""in most people the speech c"
05812038	center	cognition	3	5.19	semcor	cognition	word present in another sense	"the object upon which interest and attention focuses; ""his stories made him the center of "
07339329	contact	event	5	4.99	semcor	event	word present in another sense	"the physical coming together of two or more things; ""contact with the pier scraped paint f"
13792692	link	relation	5	4.99	semcor	relation	word present in another sense	the means of connection between things linked in series
07447022	return	event	3	5.19	semcor	event	word present in another sense	the occurrence of a change in direction back in the opposite direction
05713737	smell	cognition	10	4.49	semcor	perception	word present in another sense	the sensation that results when olfactory receptors in the nose are stimulated by particul
09444783	star	object	3	5.19	semcor	celestial-body	word present in another sense	any celestial body visible (as a point of light) from the Earth at night
04965661	yellow	attribute	8	4.69	semcor	attribute		yellow color or pigment; the chromatic color resembling the hue of sunflowers or ripe lemo
02824448	bell	artifact	9	4.59	semcor	device		a hollow device made of metal that makes a ringing sound when struck
08478018	camp	group	7	4.79	semcor	group	word present in another sense	"a group of people living together in a camp; ""the whole camp laughed at his mistake"""
01321230	male	animal	6	4.89	semcor	animal		an animal that produces gametes (spermatozoa) that can fertilize female gametes (ova)
10435988	pitcher	person	17	3.79	semcor	person		"(baseball) the person who does the pitching; ""our pitcher has a sore arm"""
01028655	worship	act	12	4.29	semcor	activity		the activity of worshipping
09732544	British	person	3	5.18	semcor	people		the people of Great Britain
00329227	flow	act	8	4.68	semcor	act	word present in another sense	the act of flowing or streaming; continuous progression
03449858	government_office	artifact	3	5.18	semcor	office		an office where government employees work
05555473	middle	body	3	5.18	semcor	body-part	word present in another sense	"the middle area of the human torso (usually in front); ""young American women believe that "
15280497	pace	time	11	4.38	semcor	relation	word present in another sense	the rate of moving (especially walking or running)
08287586	staff	group	4	5.08	semcor	group	word present in another sense	"the body of teachers and administrators at a school; ""the dean addressed the letter to the"
00283568	walk	act	4	5.08	semcor	act		"the act of traveling by foot; ""walking is a healthy form of exercise"""
01185611	appeal	act	8	4.67	semcor	act	word present in another sense	(law) a legal proceeding in which the appellant resorts to a higher court for the purpose 
07137807	detail	communication	9	4.57	semcor	discussion	word present in another sense	"extended treatment of particulars; ""the essay contained too much detail"""
05162985	loss	attribute	4	5.07	semcor	disadvantage	word present in another sense	"the disadvantage that results from losing something; ""his loss of credibility led to his r"
06255613	paper	communication	4	5.07	semcor	storage-medium	word present in another sense	"a medium for written communication; ""the notion of an office running without paper is absu"
05014442	room_temperature	attribute	9	4.57	semcor	temperature		the normal temperature of room in which people live
00179683	voice	act	4	5.07	semcor	act	word present in another sense	"a means or agency by which something is expressed or communicated; ""the voice of the law"";"
06363778	writing	communication	4	5.07	semcor	oeuvre		"(usually plural) the collected work of an author; ""the idea occurs with increasing frequen"
06313651	construction	communication	5	4.97	semcor	language	word present in another sense	a group of words that form a constituent of a sentence and are considered as a single unit
05790758	favorite	cognition	5	4.97	semcor	cognition		"something regarded with special favor or liking; ""that book is one of my favorites"""
03417345	garden	artifact	7	4.77	semcor	plot	word present in another sense	a plot of ground where plants are cultivated
10573129	Secretary_of_the_Treasury	person	13	4.16	semcor	chief		"the person who holds the secretaryship of the Treasury Department; ""Alexander Hamilton was"
00181191	co-option	act	8	4.66	semcor	act		the selection of a new member (usually by a vote of the existing membership)
00651813	contrast	act	10	4.46	semcor	work	word present in another sense	the act of distinguishing by comparing differences
00367768	extension	act	10	4.46	semcor	expansion	word present in another sense	"act of expanding in scope; making more widely available; ""extension of the program to all "
00302394	flight	act	6	4.86	semcor	act	word present in another sense	"an instance of traveling by air; ""flying was still an exciting adventure for him"""
03363059	flight	artifact	6	4.86	semcor	stairway	word present in another sense	a stairway (set of steps) between one floor or landing and the next
08220534	flight	group	6	4.86	semcor	group	word present in another sense	a formation of aircraft in flight
06692572	cheer	communication	14	4.06	semcor	information		a cry or shout of approval
08131530	Department_of_Defense	group	7	4.75	semcor	administrative-division		the federal department responsible for safeguarding national security of the United States
02671062	access	artifact	4	5.05	semcor	artifact	word present in another sense	"a way of entering or leaving; ""he took a wrong turn on the access to the bridge"""
02798290	base	artifact	4	5.05	semcor	facility	word present in another sense	"installation from which a military force initiates operations; ""the attack wiped out our f"
05129565	distance	attribute	6	4.85	semcor	magnitude	word present in another sense	"size of the gap between two places; ""the distance from New York to Chicago""; ""he determine"
01086081	giving	act	3	5.15	semcor	act	word present in another sense	the act of giving
05829782	joy	cognition	9	4.55	semcor	cognition	word present in another sense	"something or someone that provides a source of happiness; ""a joy to behold""; ""the pleasure"
03729951	material	artifact	5	4.95	semcor	equipment	word present in another sense	"things needed for doing or making something; ""writing materials""; ""useful teaching materia"
06370792	mystery	communication	10	4.45	semcor	fiction	word present in another sense	a story about a crime (usually murder) presented as a novel or play or movie
14856893	sewage	substance	19	3.55	semcor	waste		waste matter carried away in sewers or drains
00745637	evil	act	7	4.74	semcor	activity		morally objectionable behavior
06658118	floor	communication	5	4.94	semcor	argumentation	word present in another sense	"a lower limit; ""the government established a wage floor"""
07313636	injury	event	7	4.74	semcor	accident	word present in another sense	an accident that results in physical damage or hurt
00341243	reach	act	5	4.94	semcor	motion		the act of physically reaching or thrusting out
09985075	client	person	9	4.54	semcor	person		a person who seeks the advice of a lawyer
10372076	official	person	3	5.14	semcor	person	word present in another sense	"someone who administers the rules of a game or sport; ""the golfer asked for an official wh"
05816790	reading	cognition	3	5.14	semcor	cognition	word present in another sense	a datum about some physical state that is presented to a user by a meter or similar instru
07123012	scream	communication	13	4.14	semcor	cry		"sharp piercing cry; ""her screaming attracted the neighbors"""
01232842	visit	act	4	5.04	semcor	coming-together	word present in another sense	the act of visiting in an official capacity (as for an inspection)
09994943	dead_person	person	4	5.03	semcor	person		"someone who is no longer alive; ""I wonder what the dead person would have done"""
13954118	retirement	state	9	4.53	semcor	status	word present in another sense	the state of being retired from one's business or occupation
08480847	blue	group	3	5.13	semcor	organization	word present in another sense	"any organization or party whose uniforms or badges are blue; ""the Union army was a vast bl"
00634586	count	act	6	4.83	semcor	work		"the act of counting; reciting numbers in ascending order; ""the counting continued for seve"
14408086	difficulty	state	11	4.33	semcor	condition	word present in another sense	a condition or state of affairs almost beyond one's ability to deal with and requiring gre
07520411	horror	feeling	10	4.43	semcor	fear		intense and profound fear
03701391	machine_gun	artifact	8	4.63	semcor	gun		a rapidly firing automatic gun (often mounted)
06999436	picture	communication	3	5.13	semcor	information		"illustrations used to decorate or explain a text; ""the dictionary had many pictures"""
13816862	scale	relation	6	4.83	semcor	ratio	word present in another sense	"the ratio between the size of something and a representation of it; ""the scale of the map"""
05095691	size	attribute	3	5.13	semcor	attribute		the property resulting from being one of a series of graduated measurements (as of clothin
04895246	trust	attribute	3	5.13	semcor	trait	word present in another sense	"the trait of believing in the honesty and reliability of others; ""the experience destroyed"
00548326	acting	act	6	4.82	semcor	activity	word present in another sense	the performance of a part or role in a drama
07417644	crisis	event	8	4.62	semcor	event	word present in another sense	"a crucial stage or turning point in the course of something; ""after the crisis the patient"
05624042	endowment	cognition	19	3.52	semcor	cognition	word present in another sense	natural abilities or qualities
00415226	fashion	act	6	4.82	semcor	practice	word present in another sense	characteristic or habitual practice
15249636	generation	time	6	4.82	semcor	time-period		"the normal time between successive generations; ""they had to wait a generation for that pr"
00114431	pull	act	6	4.82	semcor	act		"the act of pulling; applying force to move something toward or with you; ""the pull up the "
08660934	target	location	6	4.82	semcor	topographic-point	word present in another sense	the location of the target that is to be hit
15256714	turn	time	1	5.32	zipf	concept		(sports) a division during which one team is on the offensive
08672738	village	location	6	4.82	semcor	settlement	word present in another sense	a settlement smaller than a town
14486274	despair	state	16	3.82	semcor	condition	word present in another sense	"a state in which all hope is lost or absent; ""in the depths of despair""; ""they were rescue"
05928513	interpretation	cognition	12	4.22	semcor	cognition	word present in another sense	a mental representation of the meaning or significance of something
05172322	weight	attribute	4	5.02	semcor	importance		"the relative importance granted to something; ""his opinion carries great weight""; ""the pro"
09921792	Church_Father	person	5	4.91	semcor	theologian	word present in another sense	(Christianity) any of about 70 theologians in the period from the 2nd to the 7th century w
05772667	analysis	cognition	5	4.91	semcor	thinking		the abstract separation of a whole into its constituent parts in order to study the parts 
05193338	color	attribute	5	4.91	semcor	attribute	word present in another sense	"interest and variety and intensity; ""the Puritan Period was lacking in color""; ""the charac"
05736149	evaluation	cognition	12	4.21	semcor	appraisal	word present in another sense	"an appraisal of the value of something; ""he set a high valuation on friendship"""
08145553	post_office	group	3	5.11	semcor	administrative-division		"a local branch where postal services are available"""
00182213	vote	act	3	5.11	semcor	act	word present in another sense	"the opinion of a group as determined by voting; ""they put the question to a vote"""
04592962	wing	artifact	8	4.61	semcor	stage	word present in another sense	a stage area out of sight of the audience
06944348	Russian	communication	4	5.01	semcor	natural-language		the Slavic language that is the official language of Russia
03387016	foundation	artifact	6	4.81	semcor	structure	word present in another sense	"lowest support of a structure; ""it was built on a base of solid rock""; ""he stood at the fo"
08178741	population	group	4	5.01	semcor	group	word present in another sense	"a group of organisms of the same species inhabiting a given area; ""they hired hunters to k"
04929976	treatment	attribute	4	5.01	semcor	attribute	word present in another sense	"a manner of dealing with something artistically; ""his treatment of space borrows from Ital"
01055165	camping	act	14	4.0	semcor	act		the act of encamping and living in tents in a camp
15097017	detergent	substance	22	3.2	semcor	agent	word present in another sense	a surface-active chemical widely used in industry and laundering
07366289	deviation	event	20	3.4	semcor	variation	word present in another sense	"a variation that deviates from the standard or norm; ""the deviation from the mean"""
09619168	female	person	4	5.0	semcor	person		a person who belongs to the sex that can have babies
10165957	hearing_examiner	person	19	3.5	semcor	official		an official appointed by a government agency to conduct an investigation or administrative
07305907	hell	event	3	5.1	semcor	trouble	word present in another sense	"a cause of difficulty and suffering; ""war is hell""; ""go to blazes"""
08161477	senate	group	6	4.8	semcor	legislature		assembly possessing high legislative powers
08378819	social_organization	group	6	4.8	semcor	system	word present in another sense	the people in a society considered as a system organized by a characteristic pattern of re
00330160	speed	act	4	5.0	semcor	act		changing location rapidly
00948737	water_development	act	3	5.1	semcor	activity		making an area of water more useful
04588365	window	artifact	6	4.8	semcor	artifact	word present in another sense	a transparent opening in a vehicle that allow vision out of the sides or back; usually is 
00124880	contact	act	4	4.99	semcor	act	word present in another sense	"the act of touching physically; ""her fingers came in contact with the light switch"""
10804287	young_buck	person	14	3.99	semcor	adolescent		a teenager or a young adult male
09732903	French	person	3	5.09	semcor	people		the people of France
00457723	attack	act	3	5.09	semcor	activity	word present in another sense	"an offensive move in a sport or game; ""they won the game with a 10-hit attack in the 9th i"
00773814	attack	act	3	5.09	semcor	crime	word present in another sense	"the act of attacking; ""attacks on women increased last year""; ""they made an attempt on his"
02945161	camp	artifact	6	4.79	semcor	housing	word present in another sense	"temporary lodgings in the country for travelers or vacationers; ""level ground is best for "
09893344	captain	person	5	4.89	semcor	leader	word present in another sense	"the leader of a group of people; ""a captain of industry"""
15228267	quarter-hour	time	8	4.59	semcor	time-unit		a quarter of an hour
06371999	short_story	communication	3	5.09	semcor	fiction		a prose narrative shorter than a novel
08253815	dinner	group	6	4.78	semcor	party	word present in another sense	"a party of people assembled to have dinner together; ""guests should never be late to a din"
00363260	increase	act	3	5.08	semcor	act	word present in another sense	"the act of increasing something; ""he gave me an increase in salary"""
07361576	killing	event	5	4.88	semcor	death		an event that causes someone to die
10283663	major-general	person	3	5.08	semcor	skilled-worker		a general officer ranking above a brigadier general and below a lieutenant general
08411170	private_school	group	3	5.08	semcor	school		a school established and controlled privately and supported by endowment and tuition
05952979	theory	cognition	5	4.88	semcor	belief	word present in another sense	"a belief that can guide behavior; ""the architect has a theory that more is less""; ""they ki"
05003090	walk	attribute	3	5.08	semcor	carriage		"manner of walking; ""he had a funny walk"""
08159924	York	group	0	5.37	zipf	royalty		the English royal house (a branch of the Plantagenet line) that reigned from 1461 to 1485;
05892096	assumption	cognition	13	4.07	semcor	hypothesis		"a hypothesis that is taken for granted; ""any society is built upon certain assumptions"""
07561112	diet	food	8	4.57	semcor	food	word present in another sense	a prescribed selection of foods
07287472	loss	event	3	5.07	semcor	event	word present in another sense	"the experience of losing a loved one; ""he sympathized on the loss of their grandfather"""
06148148	politics	cognition	5	4.87	semcor	social-science	word present in another sense	the study of government of states and other political units
05353819	pulmonary_artery	body	21	3.27	semcor	tube		one of two arteries (branches of the pulmonary trunk) that carry venous blood from the hea
07277697	voice	communication	3	5.07	semcor	information	word present in another sense	"something suggestive of speech in being a medium of expression; ""the wee small voice of co"
15142167	birth	time	6	4.77	semcor	commencement	word present in another sense	"the time when something begins (especially life); ""they divorced after the birth of the ch"
07289956	episode	event	4	4.97	semcor	event	word present in another sense	a happening that is distinctive in a series of related events
15278132	flux	time	18	3.57	semcor	relation	word present in another sense	the rate of flow of energy or particles across a given surface
03417749	garden	artifact	6	4.77	semcor	yard	word present in another sense	a yard or lawn adjoining a house
07046339	movement	communication	4	4.97	semcor	musical-composition	word present in another sense	"a major self-contained part of a symphony or sonata; ""the second movement is slow and melo"
08643933	safety	location	4	4.97	semcor	region	word present in another sense	"a safe place; ""He ran to safety"""
05561507	leg	body	7	4.66	semcor	limb	word present in another sense	a structure in animals that is similar to a human leg and used for locomotion
06309931	subject	communication	4	4.96	semcor	language	word present in another sense	(grammar) one of the two main constituents of a sentence; the grammatical constituent abou
04425804	third_base	artifact	5	4.86	semcor	equipment		"the base that must be touched third by a base runner in baseball; ""he was cut down on a cl"
08562067	Earth	location	3	5.06	semcor	place	word present in another sense	"the abode of mortals (as contrasted with Heaven or Hell); ""it was hell on earth"""
00077419	acquisition	act	11	4.26	semcor	act	word present in another sense	"the act of contracting or assuming or acquiring possession of something; ""the acquisition "
00868196	crying	act	8	4.56	semcor	organic-process		the process of shedding tears (usually accompanied by sobs or other inarticulate sounds); 
00411048	practice	act	3	5.06	semcor	act	word present in another sense	"translating an idea into action; ""a hard theory to put into practice""; ""differences betwee"
13165646	stick	plant	6	4.76	semcor	branch	word present in another sense	a small thin branch of a tree
06255081	vehicle	communication	6	4.76	semcor	storage-medium	word present in another sense	"a medium for the expression or achievement of something; ""his editorials provided a vehicl"
07523905	anxiety	feeling	9	4.45	semcor	emotion	word present in another sense	a vague unpleasant emotion that is experienced in anticipation of some (usually ill-define
14618253	base	substance	3	5.05	semcor	compound	word present in another sense	any of various water-soluble compounds capable of turning litmus blue and reacting with an
05798569	control_condition	cognition	6	4.75	semcor	idea	word present in another sense	"a standard against which other conditions can be compared in a scientific experiment; ""the"
05094725	depth	attribute	8	4.55	semcor	degree		degree of psychological or intellectual profundity
08070465	insurance_company	group	5	4.85	semcor	institution		a financial institution that sells insurance
08283507	medical_school	group	3	5.05	semcor	school		a graduate school offering study leading to a medical degree
07164546	offer	communication	3	5.05	semcor	information	word present in another sense	"something offered (as a proposal or bid); ""noteworthy new offerings for investors included"
15139552	pass	time	3	5.05	semcor	leave	word present in another sense	"(military) a written leave of absence; ""he had a pass for three days"""
05844881	species	cognition	5	4.85	semcor	category	word present in another sense	"a specific kind of something; ""a species of molecule""; ""a species of villainy"""
02789487	bar	artifact	4	4.94	semcor	counter	word present in another sense	"a counter where you can obtain food or drink; ""he bought a hot dog and a coke at the bar"""
11412592	by-product	phenomenon	4	4.94	semcor	consequence		a secondary and sometimes unexpected consequence
08511970	bottom	location	5	4.84	semcor	place	word present in another sense	"the lowest part of anything; ""they started at the bottom of the hill"""
05988498	dark	cognition	3	5.04	semcor	ignorance	word present in another sense	"an unenlightened state; ""he was in the dark concerning their intentions""; ""his lectures di"
01083077	distribution	act	7	4.64	semcor	act		the act of distributing or spreading or apportioning
05036394	intensity	attribute	12	4.14	semcor	degree		high level or degree; the property of being intense
07082819	note	communication	3	5.04	semcor	tone	word present in another sense	"a tone of voice that shows what the speaker is feeling; ""there was a note of uncertainty i"
07654667	piece	food	3	5.04	semcor	helping	word present in another sense	"a serving that has been cut from a larger portion; ""a piece of pie""; ""a slice of bread"""
04076846	representation	artifact	10	4.34	semcor	artifact		a creation that is a visual or tangible rendering of someone or something
05926676	representation	cognition	10	4.34	semcor	cognition		a presentation to the mind in the form of an idea or image
07123404	war_cry	communication	8	4.54	semcor	cry		a yell intended to rally a group of soldiers in battle
06966825	Spanish	communication	6	4.73	semcor	natural-language		the Romance language spoken in most of Spain and the countries colonized by Spain
08642632	presence	location	6	4.73	semcor	region	word present in another sense	"the immediate proximity of someone or something; ""she blushed in his presence""; ""he sensed"
13837200	price_war	relation	3	5.03	semcor	relation	word present in another sense	intense competition in which competitors cut retail prices to gain business
00433216	sport	act	6	4.73	semcor	occupation	word present in another sense	the occupation of athletes who compete for pay
15263045	tonight	time	3	5.03	semcor	nowadays		the present or immediately coming night
03074574	column	artifact	10	4.33	semcor	tubing	word present in another sense	a vertical glass tube used in column chromatography; a mixture is poured in the top and wa
03727274	master	artifact	4	4.93	semcor	artifact		an original creation (i.e., an audio recording) from which copies can be made
05713524	vision	cognition	7	4.63	semcor	perception	word present in another sense	"the perceptual experience of seeing; ""the runners emerged from the trees into his clear vi"
07250034	commercial	communication	4	4.92	semcor	ad		a commercially sponsored ad on radio or television
05898171	ghost	cognition	9	4.42	semcor	semblance	word present in another sense	"a mental representation of some haunting experience; ""he looked like he had seen a ghost"";"
05752544	learning	cognition	4	4.92	semcor	cognition	word present in another sense	"the cognitive process of acquiring skill or knowledge; ""the child's acquisition of languag"
00112312	push	act	5	4.82	semcor	act		"the act of applying force in order to move something away; ""he gave the door a hard push"";"
04571088	weight	artifact	3	5.02	semcor	artifact		an artifact that is heavy
09679316	Protestant	person	15	3.81	semcor	person		an adherent of Protestantism
00874806	evaluation	act	11	4.21	semcor	judgment		act of ascertaining or fixing the value or worth of
07513035	feelings	feeling	6	4.71	semcor	sensitivity		emotional or moral sensitivity (especially in relation to personal principles or dignity);
09180431	urge	motive	12	4.11	semcor	motivation	word present in another sense	"an instinctive motive; ""profound religious impulses"""
14778436	agent	substance	5	4.81	semcor	agent	word present in another sense	a substance that exerts some force or effect
14421139	association	state	3	5.01	semcor	state	word present in another sense	"the state of being connected together as in memory or imagination; ""his association of his"
08325686	committee	group	3	5.01	semcor	organization	word present in another sense	a self-constituted organization to promote something
13875185	disk	shape	13	4.01	semcor	shape	word present in another sense	"something with a round shape resembling a flat circular plate; ""the moon's disk hung in a "
09269882	draw	object	5	4.81	semcor	gully	word present in another sense	a gully that is shallower than a ravine
06508112	minutes	communication	0	5.31	zipf	indication		a written account of what transpired at a meeting
07019172	musical	communication	8	4.51	semcor	film		a play or film whose action and dialogue is interspersed with singing and dancing
11494472	potential_energy	phenomenon	5	4.81	semcor	physical-phenomenon		the mechanical energy that a body has by virtue of its position; stored energy
01321456	adult	animal	5	4.8	semcor	animal	word present in another sense	any mature animal
15152817	adulthood	time	17	3.6	semcor	time-period		the period of time in your life after your physical growth has stopped and you are fully d
05145573	average_cost	attribute	4	4.9	semcor	worth		total cost for all units bought (or produced) divided by the number of units
00235435	beginning	act	3	5.0	semcor	act	word present in another sense	"the act of starting something; ""he was responsible for the beginning of negotiations"""
13816521	content	relation	3	5.0	semcor	ratio		the proportion of a substance that is contained in a mixture or alloy etc.
00037200	credit	act	3	5.0	semcor	accomplishment	word present in another sense	used in the phrase `to your credit' in order to indicate an achievement deserving praise; 
08273843	crowd	group	6	4.7	semcor	group	word present in another sense	"an informal body of friends; ""he still hangs out with the same crowd"""
15287830	cycle	time	7	4.6	semcor	amount	word present in another sense	"an interval during which a recurring sequence of events occurs; ""the never-ending cycle of"
09542339	devil	person	10	4.3	semcor	disembodied-spirit		an evil supernatural being
04703235	focus	attribute	3	5.0	semcor	attribute		"maximum clarity or distinctness of an image rendered by an optical system; ""in focus""; ""ou"
08080025	football_team	group	3	5.0	semcor	team		a team that plays football
03763403	military_post	artifact	3	5.0	semcor	facility		"military installation at which a body of troops is stationed; ""this military post provides"
05703429	notice	cognition	4	4.9	semcor	cognition	word present in another sense	"the act of noticing or paying attention; ""he escaped the notice of the police"""
06316048	phrase	communication	10	4.3	semcor	language		an expression consisting of one or more words forming a grammatical constituent of a sente
00928371	planning	act	4	4.9	semcor	creation		the act or process of drawing up plans or layouts for some project or enterprise
04039848	radar	artifact	11	4.2	semcor	instrument	word present in another sense	measuring instrument in which the echo of a pulse of microwave radiation is used to detect
07338681	blow	event	7	4.59	semcor	impact	word present in another sense	"an impact (as from a collision); ""the bump threw him off the bicycle"""
03485997	handle	artifact	5	4.79	semcor	physical-object	word present in another sense	"the appendage to an object that is designed to be held in order to use or move it; ""he gra"
09624168	male	person	4	4.89	semcor	person		a person who belongs to the sex that cannot have babies
13956097	reality	state	4	4.89	semcor	state	word present in another sense	"the state of the world as it really is rather than as you might want it to be; ""businessme"
08312241	town_meeting	group	4	4.89	semcor	government		government of a town by an assembly of the qualified voters
14456054	vacuum	state	12	4.09	semcor	condition	word present in another sense	the absence of matter
04623113	nature	attribute	3	4.98	semcor	trait	word present in another sense	the complex of emotional and intellectual attributes that determine a person's characteris
09680136	non-Catholic	person	8	4.48	semcor	person		a religious person who is not a Catholic
08121542	police_department	group	3	4.98	semcor	administrative-division		the department of local government concerned with enforcing the law and preventing crime
04415815	test_room	artifact	3	4.98	semcor	room		a room in which tests are conducted
05644527	efficiency	cognition	9	4.38	semcor	state		"skillfulness in avoiding wasted time and effort; ""she did the work with great efficiency"""
03391301	frame	artifact	7	4.58	semcor	structure		the framework for a pair of eyeglasses
00138221	kiss	act	7	4.58	semcor	act		the act of caressing with the lips (or an instance thereof)
00285889	pace	act	9	4.38	semcor	act	word present in another sense	a step in walking or running
08323301	appeal_board	group	7	4.57	semcor	board-of-directors		a board of officials that are not judicial but are appointed to hear appeals
06315638	complement	communication	15	3.77	semcor	language		a word or phrase used to complete a grammatical construction
05895723	mistake	cognition	6	4.67	semcor	idea	word present in another sense	"an understanding of something that is not correct; ""he wasn't going to admit his mistake"";"
